OBJECTID,Join_Count,TARGET_FID,JOIN_FID,date,day,month,event_year,MonthYear,depth,DepthBin,pres_abs,source,region,GRID_ID
208,1,208,1248,4/16/2019,16,4,2019,4/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,APR-221
209,1,209,1251,4/16/2019,16,4,2019,4/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,APS-220
210,1,210,1253,4/17/2019,17,4,2019,4/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,APU-220
211,1,211,1252,4/17/2019,17,4,2019,4/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,APT-220
212,1,212,1259,4/17/2019,17,4,2019,4/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,APU-219
213,1,213,1252,4/17/2019,17,4,2019,4/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,APT-220
214,1,214,1256,4/18/2019,18,4,2019,4/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,APO-219
215,1,215,1323,4/18/2019,18,4,2019,4/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,AQA-211
216,1,216,1308,4/18/2019,18,4,2019,4/1/2021,-10,shallow,1,CCIRA_Dive_BC,BritishColumbia,AQA-213
217,1,217,1323,4/18/2019,18,4,2019,4/1/2021,-10,shallow,1,CCIRA_Dive_BC,BritishColumbia,AQA-211
218,1,218,1420,5/21/2019,21,5,2019,5/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,APL-189
219,1,219,1411,5/22/2019,22,5,2019,5/1/2021,-10,shallow,1,CCIRA_Dive_BC,BritishColumbia,AOY-193
220,1,220,1411,5/22/2019,22,5,2019,5/1/2021,-10,shallow,1,CCIRA_Dive_BC,BritishColumbia,AOY-193
221,1,221,1388,6/25/2019,25,6,2019,6/1/2021,-10,shallow,1,CCIRA_Dive_BC,BritishColumbia,APY-202
222,1,222,1393,6/26/2019,26,6,2019,6/1/2021,-10,shallow,1,CCIRA_Dive_BC,BritishColumbia,AQD-201
223,1,223,1393,6/26/2019,26,6,2019,6/1/2021,-10,shallow,1,CCIRA_Dive_BC,BritishColumbia,AQD-201
224,1,224,1366,6/27/2019,27,6,2019,6/1/2021,-10,shallow,1,CCIRA_Dive_BC,BritishColumbia,APU-205
225,1,225,1367,6/27/2019,27,6,2019,6/1/2021,-10,shallow,1,CCIRA_Dive_BC,BritishColumbia,APV-205
226,1,226,1383,6/27/2019,27,6,2019,6/1/2021,-10,shallow,1,CCIRA_Dive_BC,BritishColumbia,APX-203
227,1,227,1400,7/2/2019,2,7,2019,7/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,AQN-199
228,1,228,1405,7/2/2019,2,7,2019,7/1/2021,-10,shallow,1,CCIRA_Dive_BC,BritishColumbia,AQO-198
229,1,229,1384,7/3/2019,3,7,2019,7/1/2021,-10,shallow,1,CCIRA_Dive_BC,BritishColumbia,AQQ-203
230,1,230,1390,7/3/2019,3,7,2019,7/1/2021,-10,shallow,1,CCIRA_Dive_BC,BritishColumbia,AQN-202
231,1,231,1409,7/4/2019,4,7,2019,7/1/2021,-10,shallow,1,CCIRA_Dive_BC,BritishColumbia,AQG-194
232,1,232,1407,7/4/2019,4,7,2019,7/1/2021,-10,shallow,1,CCIRA_Dive_BC,BritishColumbia,AQF-196
233,1,233,1414,7/4/2019,4,7,2019,7/1/2021,-10,shallow,1,CCIRA_Dive_BC,BritishColumbia,AQK-192
234,1,234,1407,7/4/2019,4,7,2019,7/1/2021,-10,shallow,1,CCIRA_Dive_BC,BritishColumbia,AQF-196
235,1,235,1381,8/11/2019,11,8,2019,8/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,AOY-203
236,1,236,1375,8/12/2019,12,8,2019,8/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,API-204
237,1,237,1375,8/12/2019,12,8,2019,8/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,API-204
238,1,238,1348,8/13/2019,13,8,2019,8/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,APF-207
239,1,239,1360,8/13/2019,13,8,2019,8/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,APG-206
240,1,240,1416,8/13/2019,13,8,2019,8/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,AOQ-191
241,1,241,1396,8/14/2019,14,8,2019,8/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,APJ-200
242,1,242,1398,8/14/2019,14,8,2019,8/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,APM-199
243,1,243,1315,8/14/2019,14,8,2019,8/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,APO-212
244,1,244,1403,8/29/2019,29,8,2019,8/1/2021,-10,shallow,1,CCIRA_Dive_BC,BritishColumbia,AQG-198
245,1,245,1385,9/4/2019,4,9,2019,9/1/2021,-10,shallow,1,CCIRA_Dive_BC,BritishColumbia,AQS-203
246,1,246,1384,9/5/2019,5,9,2019,9/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,AQQ-203
247,1,247,1368,9/5/2019,5,9,2019,9/1/2021,-10,shallow,1,CCIRA_Dive_BC,BritishColumbia,AQU-205
248,1,248,1432,9/7/2019,7,9,2019,9/1/2021,-10,shallow,1,CCIRA_Dive_BC,BritishColumbia,AOX-182
249,1,249,1305,9/13/2019,13,9,2019,9/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,APO-213
250,1,250,1322,9/14/2019,14,9,2019,9/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,APO-211
251,1,251,1245,9/15/2019,15,9,2019,9/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,APR-222
252,1,252,1259,9/17/2019,17,9,2019,9/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,APU-219
253,1,253,1256,9/18/2019,18,9,2019,9/1/2021,-10,shallow,1,CCIRA_Dive_BC,BritishColumbia,APO-219
254,1,254,1255,9/18/2019,18,9,2019,9/1/2021,-10,shallow,1,CCIRA_Dive_BC,BritishColumbia,APK-219
255,1,255,1244,9/19/2019,19,9,2019,9/1/2021,-10,shallow,1,CCIRA_Dive_BC,BritishColumbia,APT-223
256,1,256,1276,9/20/2019,20,9,2019,9/1/2021,-10,shallow,1,CCIRA_Dive_BC,BritishColumbia,APN-215
257,1,257,1307,9/21/2019,21,9,2019,9/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,APZ-213
258,1,258,1308,9/21/2019,21,9,2019,9/1/2021,-10,shallow,1,CCIRA_Dive_BC,BritishColumbia,AQA-213
259,1,259,1316,9/21/2019,21,9,2019,9/1/2021,-10,shallow,1,CCIRA_Dive_BC,BritishColumbia,AQA-212
260,1,260,1295,9/22/2019,22,9,2019,9/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,APY-214
261,1,261,1297,9/22/2019,22,9,2019,9/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,AQB-214
262,1,262,1296,9/22/2019,22,9,2019,9/1/2021,-10,shallow,1,CCIRA_Dive_BC,BritishColumbia,AQA-214
263,1,263,1309,9/23/2019,23,9,2019,9/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,AQD-213
264,1,264,1298,9/23/2019,23,9,2019,9/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,AQC-214
265,1,265,1257,9/24/2019,24,9,2019,9/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,APP-219
266,1,266,1262,9/24/2019,24,9,2019,9/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,APP-218
267,1,267,1304,9/24/2019,24,9,2019,9/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,APM-213
268,1,268,1312,9/24/2019,24,9,2019,9/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,APK-212
269,1,269,1273,9/25/2019,25,9,2019,9/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,APY-216
270,1,270,1261,9/25/2019,25,9,2019,9/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,APX-219
271,1,271,1264,9/25/2019,25,9,2019,9/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,APV-218
272,1,272,1266,9/25/2019,25,9,2019,9/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,APY-218
273,1,273,1301,9/26/2019,26,9,2019,9/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,APJ-213
274,1,274,1335,9/27/2019,27,9,2019,9/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,APO-209
275,1,275,1335,9/27/2019,27,9,2019,9/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,APO-209
276,1,276,1336,9/27/2019,27,9,2019,9/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,APP-209
277,1,277,1343,9/27/2019,27,9,2019,9/1/2021,-10,shallow,1,CCIRA_Dive_BC,BritishColumbia,APO-208
278,1,278,1343,9/27/2019,27,9,2019,9/1/2021,-10,shallow,1,CCIRA_Dive_BC,BritishColumbia,APO-208
279,1,279,1263,9/28/2019,28,9,2019,9/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,APU-218
280,1,280,1263,9/28/2019,28,9,2019,9/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,APU-218
281,1,281,1258,9/28/2019,28,9,2019,9/1/2021,-10,shallow,1,CCIRA_Dive_BC,BritishColumbia,APT-219
282,1,282,1244,9/29/2019,29,9,2019,9/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,APT-223
283,1,283,1247,9/29/2019,29,9,2019,9/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,APU-222
284,1,284,1246,9/29/2019,29,9,2019,9/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,APT-222
285,1,285,1294,10/19/2019,19,10,2019,10/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,APS-214
286,1,286,1278,10/20/2019,20,10,2019,10/1/2021,-10,shallow,0,CCIRA_Dive_BC,BritishColumbia,APR-215
287,1,287,1354,9/10/2020,10,9,2020,9/1/2021,-17.66666667,shallow,1,CCIRA_Dive_BC,BritishColumbia,APT-207
288,1,288,1354,9/10/2020,10,9,2020,9/1/2021,-17.66666667,shallow,1,CCIRA_Dive_BC,BritishColumbia,APT-207
289,1,289,1245,9/10/2020,10,9,2020,9/1/2021,-17.66666667,shallow,0,CCIRA_Dive_BC,BritishColumbia,APR-222
290,1,290,1304,9/10/2020,10,9,2020,9/1/2021,-16.33333333,shallow,1,CCIRA_Dive_BC,BritishColumbia,APM-213
291,1,291,1301,9/16/2020,16,9,2020,9/1/2021,-24,shallow,0,CCIRA_Dive_BC,BritishColumbia,APJ-213
292,1,292,1352,9/16/2020,16,9,2020,9/1/2021,-23.33333333,shallow,0,CCIRA_Dive_BC,BritishColumbia,APQ-207
293,1,293,1243,9/16/2020,16,9,2020,9/1/2021,-11.5,shallow,0,CCIRA_Dive_BC,BritishColumbia,APR-223
294,1,294,1344,9/16/2020,16,9,2020,9/1/2021,-15.66666667,shallow,1,CCIRA_Dive_BC,BritishColumbia,APP-208
295,1,295,1327,9/16/2020,16,9,2020,9/1/2021,-18,shallow,0,CCIRA_Dive_BC,BritishColumbia,API-210
296,1,296,1346,9/17/2020,17,9,2020,9/1/2021,-17.66666667,shallow,1,CCIRA_Dive_BC,BritishColumbia,APR-208
297,1,297,1345,9/17/2020,17,9,2020,9/1/2021,-15.66666667,shallow,0,CCIRA_Dive_BC,BritishColumbia,APQ-208
298,1,298,1353,9/17/2020,17,9,2020,9/1/2021,-23,shallow,1,CCIRA_Dive_BC,BritishColumbia,APS-207
299,1,299,1354,9/24/2020,24,9,2020,9/1/2021,-17.66666667,shallow,1,CCIRA_Dive_BC,BritishColumbia,APT-207
300,1,300,1353,9/24/2020,24,9,2020,9/1/2021,-16.66666667,shallow,1,CCIRA_Dive_BC,BritishColumbia,APS-207
301,1,301,1366,9/24/2020,24,9,2020,9/1/2021,-17,shallow,1,CCIRA_Dive_BC,BritishColumbia,APU-205
302,1,302,1361,9/24/2020,24,9,2020,9/1/2021,-17.66666667,shallow,1,CCIRA_Dive_BC,BritishColumbia,APU-206
303,1,303,1260,9/25/2020,25,9,2020,9/1/2021,-17,shallow,0,CCIRA_Dive_BC,BritishColumbia,APV-219
304,1,304,1331,9/25/2020,25,9,2020,9/1/2021,-25,shallow,0,CCIRA_Dive_BC,BritishColumbia,APF-209
305,1,305,1288,9/25/2020,25,9,2020,9/1/2021,-15.5,shallow,1,CCIRA_Dive_BC,BritishColumbia,APJ-214
306,1,306,1359,9/25/2020,25,9,2020,9/1/2021,-24,shallow,0,CCIRA_Dive_BC,BritishColumbia,APE-206
307,1,307,1350,9/28/2020,28,9,2020,9/1/2021,-18.33333333,shallow,1,CCIRA_Dive_BC,BritishColumbia,APN-207
308,1,308,1335,9/28/2020,28,9,2020,9/1/2021,-16.66666667,shallow,1,CCIRA_Dive_BC,BritishColumbia,APO-209
309,1,309,1343,9/28/2020,28,9,2020,9/1/2021,-17.33333333,shallow,1,CCIRA_Dive_BC,BritishColumbia,APO-208
310,1,310,1351,9/28/2020,28,9,2020,9/1/2021,-17.33333333,shallow,0,CCIRA_Dive_BC,BritishColumbia,APO-207
311,1,311,3,7/31/2009,31,7,2009,7/1/2021,-10.355,shallow,0,COBI_Dive_Baja,Baja,BCM-757
312,1,312,3,7/31/2009,31,7,2009,7/1/2021,-16.08666667,shallow,0,COBI_Dive_Baja,Baja,BCM-757
313,1,313,3,8/1/2009,1,8,2009,8/1/2021,-17.6625,shallow,0,COBI_Dive_Baja,Baja,BCM-757
314,1,314,3,8/1/2009,1,8,2009,8/1/2021,-8.115909091,shallow,1,COBI_Dive_Baja,Baja,BCM-757
315,1,315,2,8/4/2009,4,8,2009,8/1/2021,-9.52,shallow,0,COBI_Dive_Baja,Baja,BCL-757
316,1,316,2,8/4/2009,4,8,2009,8/1/2021,-14.85555556,shallow,0,COBI_Dive_Baja,Baja,BCL-757
317,1,317,2,8/6/2009,6,8,2009,8/1/2021,-17.64583333,shallow,0,COBI_Dive_Baja,Baja,BCL-757
318,1,318,2,8/6/2009,6,8,2009,8/1/2021,-9.733333333,shallow,0,COBI_Dive_Baja,Baja,BCL-757
319,1,319,2,8/7/2009,7,8,2009,8/1/2021,-14.65833333,shallow,0,COBI_Dive_Baja,Baja,BCL-757
320,1,320,2,8/7/2009,7,8,2009,8/1/2021,-8.802941176,shallow,0,COBI_Dive_Baja,Baja,BCL-757
321,1,321,3,7/26/2010,26,7,2010,7/1/2021,-10.54666667,shallow,0,COBI_Dive_Baja,Baja,BCM-757
322,1,322,3,7/26/2010,26,7,2010,7/1/2021,-15.80833333,shallow,1,COBI_Dive_Baja,Baja,BCM-757
323,1,323,3,7/28/2010,28,7,2010,7/1/2021,-16.225,shallow,0,COBI_Dive_Baja,Baja,BCM-757
324,1,324,3,7/28/2010,28,7,2010,7/1/2021,-6.876190476,shallow,0,COBI_Dive_Baja,Baja,BCM-757
325,1,325,2,7/29/2010,29,7,2010,7/1/2021,-9.133333333,shallow,0,COBI_Dive_Baja,Baja,BCL-757
326,1,326,2,7/29/2010,29,7,2010,7/1/2021,-14.703125,shallow,0,COBI_Dive_Baja,Baja,BCL-757
327,1,327,2,7/31/2010,31,7,2010,7/1/2021,-16.31875,shallow,0,COBI_Dive_Baja,Baja,BCL-757
328,1,328,2,7/31/2010,31,7,2010,7/1/2021,-10.13666667,shallow,0,COBI_Dive_Baja,Baja,BCL-757
329,1,329,2,8/2/2010,2,8,2010,8/1/2021,-8.00625,shallow,0,COBI_Dive_Baja,Baja,BCL-757
330,1,330,2,8/2/2010,2,8,2010,8/1/2021,-17.353125,shallow,0,COBI_Dive_Baja,Baja,BCL-757
331,1,331,3,7/28/2011,28,7,2011,7/1/2021,-14.24545455,shallow,0,COBI_Dive_Baja,Baja,BCM-757
332,1,332,3,7/28/2011,28,7,2011,7/1/2021,-7.846428571,shallow,0,COBI_Dive_Baja,Baja,BCM-757
333,1,333,2,7/30/2011,30,7,2011,7/1/2021,-11.28461538,shallow,0,COBI_Dive_Baja,Baja,BCL-757
334,1,334,2,7/30/2011,30,7,2011,7/1/2021,-16.40384615,shallow,1,COBI_Dive_Baja,Baja,BCL-757
335,1,335,3,8/1/2011,1,8,2011,8/1/2021,-15.35,shallow,0,COBI_Dive_Baja,Baja,BCM-757
336,1,336,3,8/1/2011,1,8,2011,8/1/2021,-9.29,shallow,0,COBI_Dive_Baja,Baja,BCM-757
337,1,337,2,8/2/2011,2,8,2011,8/1/2021,-10.11666667,shallow,0,COBI_Dive_Baja,Baja,BCL-757
338,1,338,2,8/2/2011,2,8,2011,8/1/2021,-14.915625,shallow,0,COBI_Dive_Baja,Baja,BCL-757
339,1,339,2,8/3/2011,3,8,2011,8/1/2021,-11.7875,shallow,0,COBI_Dive_Baja,Baja,BCL-757
340,1,340,2,8/3/2011,3,8,2011,8/1/2021,-16.93076923,shallow,0,COBI_Dive_Baja,Baja,BCL-757
341,1,341,2,7/31/2012,31,7,2012,7/1/2021,-11.8,shallow,0,COBI_Dive_Baja,Baja,BCL-757
342,1,342,2,7/31/2012,31,7,2012,7/1/2021,-15.15277778,shallow,0,COBI_Dive_Baja,Baja,BCL-757
343,1,343,3,8/1/2012,1,8,2012,8/1/2021,-15.8,shallow,0,COBI_Dive_Baja,Baja,BCM-757
344,1,344,3,8/1/2012,1,8,2012,8/1/2021,-7.7125,shallow,0,COBI_Dive_Baja,Baja,BCM-757
345,1,345,2,8/2/2012,2,8,2012,8/1/2021,-14.45454545,shallow,0,COBI_Dive_Baja,Baja,BCL-757
346,1,346,2,8/2/2012,2,8,2012,8/1/2021,-11.51538462,shallow,0,COBI_Dive_Baja,Baja,BCL-757
347,1,347,2,8/3/2012,3,8,2012,8/1/2021,-17.835,shallow,0,COBI_Dive_Baja,Baja,BCL-757
348,1,348,2,8/3/2012,3,8,2012,8/1/2021,-8.607142857,shallow,0,COBI_Dive_Baja,Baja,BCL-757
349,1,349,3,8/5/2012,5,8,2012,8/1/2021,-17.08571429,shallow,0,COBI_Dive_Baja,Baja,BCM-757
350,1,350,3,8/5/2012,5,8,2012,8/1/2021,-9.652941176,shallow,0,COBI_Dive_Baja,Baja,BCM-757
351,1,351,2,7/31/2013,31,7,2013,7/1/2021,-16.8125,shallow,0,COBI_Dive_Baja,Baja,BCL-757
352,1,352,2,7/31/2013,31,7,2013,7/1/2021,-9.0125,shallow,0,COBI_Dive_Baja,Baja,BCL-757
353,1,353,2,8/1/2013,1,8,2013,8/1/2021,-15.90555556,shallow,0,COBI_Dive_Baja,Baja,BCL-757
354,1,354,2,8/1/2013,1,8,2013,8/1/2021,-9.275,shallow,0,COBI_Dive_Baja,Baja,BCL-757
355,1,355,3,8/3/2013,3,8,2013,8/1/2021,-15.90555556,shallow,0,COBI_Dive_Baja,Baja,BCM-757
356,1,356,3,8/3/2013,3,8,2013,8/1/2021,-8.781818182,shallow,0,COBI_Dive_Baja,Baja,BCM-757
357,1,357,3,8/4/2013,4,8,2013,8/1/2021,-15.29,shallow,0,COBI_Dive_Baja,Baja,BCM-757
358,1,358,3,8/4/2013,4,8,2013,8/1/2021,-7.70625,shallow,0,COBI_Dive_Baja,Baja,BCM-757
359,1,359,2,8/5/2013,5,8,2013,8/1/2021,-9.7,shallow,0,COBI_Dive_Baja,Baja,BCL-757
360,1,360,2,8/5/2013,5,8,2013,8/1/2021,-15.2625,shallow,0,COBI_Dive_Baja,Baja,BCL-757
361,1,361,11,8/12/2013,12,8,2013,8/1/2021,-9.392857143,shallow,1,COBI_Dive_Baja,Baja,BBU-709
362,1,362,11,8/12/2013,12,8,2013,8/1/2021,-18.66666667,shallow,1,COBI_Dive_Baja,Baja,BBU-709
363,1,363,7,8/14/2013,14,8,2013,8/1/2021,-10.25,shallow,1,COBI_Dive_Baja,Baja,BBV-713
364,1,364,7,8/15/2013,15,8,2013,8/1/2021,-10.625,shallow,0,COBI_Dive_Baja,Baja,BBV-713
365,1,365,7,8/15/2013,15,8,2013,8/1/2021,-17.04,shallow,0,COBI_Dive_Baja,Baja,BBV-713
366,1,366,7,8/15/2013,15,8,2013,8/1/2021,-15.41666667,shallow,0,COBI_Dive_Baja,Baja,BBV-713
367,1,367,7,8/15/2013,15,8,2013,8/1/2021,-10.88333333,shallow,0,COBI_Dive_Baja,Baja,BBV-713
368,1,368,7,8/16/2013,16,8,2013,8/1/2021,-15.0375,shallow,0,COBI_Dive_Baja,Baja,BBV-713
369,1,369,7,8/16/2013,16,8,2013,8/1/2021,-16.06,shallow,0,COBI_Dive_Baja,Baja,BBV-713
370,1,370,7,8/16/2013,16,8,2013,8/1/2021,-9.11,shallow,0,COBI_Dive_Baja,Baja,BBV-713
371,1,371,7,8/16/2013,16,8,2013,8/1/2021,-10.625,shallow,0,COBI_Dive_Baja,Baja,BBV-713
372,1,372,8,8/17/2013,17,8,2013,8/1/2021,-10.51,shallow,1,COBI_Dive_Baja,Baja,BBV-712
373,1,373,8,8/17/2013,17,8,2013,8/1/2021,-18.38,shallow,1,COBI_Dive_Baja,Baja,BBV-712
374,1,374,9,8/19/2013,19,8,2013,8/1/2021,-17.79,shallow,1,COBI_Dive_Baja,Baja,BBV-711
375,1,375,9,8/19/2013,19,8,2013,8/1/2021,-9.21,shallow,1,COBI_Dive_Baja,Baja,BBV-711
376,1,376,10,8/20/2013,20,8,2013,8/1/2021,-17.2,shallow,1,COBI_Dive_Baja,Baja,BBW-710
377,1,377,2,7/28/2014,28,7,2014,7/1/2021,-14.88888889,shallow,0,COBI_Dive_Baja,Baja,BCL-757
378,1,378,2,7/28/2014,28,7,2014,7/1/2021,-10.14090909,shallow,0,COBI_Dive_Baja,Baja,BCL-757
379,1,379,3,7/29/2014,29,7,2014,7/1/2021,-10.8875,shallow,0,COBI_Dive_Baja,Baja,BCM-757
380,1,380,3,7/29/2014,29,7,2014,7/1/2021,-17.195,shallow,0,COBI_Dive_Baja,Baja,BCM-757
381,1,381,2,7/30/2014,30,7,2014,7/1/2021,-18.3,shallow,0,COBI_Dive_Baja,Baja,BCL-757
382,1,382,2,7/30/2014,30,7,2014,7/1/2021,-9.888461538,shallow,0,COBI_Dive_Baja,Baja,BCL-757
383,1,383,2,7/31/2014,31,7,2014,7/1/2021,-18.48333333,shallow,0,COBI_Dive_Baja,Baja,BCL-757
384,1,384,2,7/31/2014,31,7,2014,7/1/2021,-10.28846154,shallow,0,COBI_Dive_Baja,Baja,BCL-757
385,1,385,3,8/1/2014,1,8,2014,8/1/2021,-16.465,shallow,0,COBI_Dive_Baja,Baja,BCM-757
386,1,386,3,8/1/2014,1,8,2014,8/1/2021,-6.96,shallow,0,COBI_Dive_Baja,Baja,BCM-757
387,1,387,11,8/10/2014,10,8,2014,8/1/2021,-12,shallow,0,COBI_Dive_Baja,Baja,BBU-709
388,1,388,11,8/10/2014,10,8,2014,8/1/2021,-18.28823529,shallow,0,COBI_Dive_Baja,Baja,BBU-709
389,1,389,7,8/11/2014,11,8,2014,8/1/2021,-17.6125,shallow,0,COBI_Dive_Baja,Baja,BBV-713
390,1,390,7,8/11/2014,11,8,2014,8/1/2021,-11.17,shallow,0,COBI_Dive_Baja,Baja,BBV-713
391,1,391,7,8/12/2014,12,8,2014,8/1/2021,-10.13125,shallow,0,COBI_Dive_Baja,Baja,BBV-713
392,1,392,7,8/12/2014,12,8,2014,8/1/2021,-18.05555556,shallow,0,COBI_Dive_Baja,Baja,BBV-713
393,1,393,7,8/12/2014,12,8,2014,8/1/2021,-10.61111111,shallow,0,COBI_Dive_Baja,Baja,BBV-713
394,1,394,7,8/12/2014,12,8,2014,8/1/2021,-19.395,shallow,0,COBI_Dive_Baja,Baja,BBV-713
395,1,395,7,8/13/2014,13,8,2014,8/1/2021,-14,shallow,0,COBI_Dive_Baja,Baja,BBV-713
396,1,396,7,8/13/2014,13,8,2014,8/1/2021,-9.058823529,shallow,0,COBI_Dive_Baja,Baja,BBV-713
397,1,397,7,8/14/2014,14,8,2014,8/1/2021,-13,shallow,0,COBI_Dive_Baja,Baja,BBV-713
398,1,398,7,8/14/2014,14,8,2014,8/1/2021,-11.14705882,shallow,0,COBI_Dive_Baja,Baja,BBV-713
399,1,399,9,8/17/2014,17,8,2014,8/1/2021,-11.25,shallow,0,COBI_Dive_Baja,Baja,BBV-711
400,1,400,8,8/17/2014,17,8,2014,8/1/2021,-18.85,shallow,0,COBI_Dive_Baja,Baja,BBV-712
401,1,401,9,8/17/2014,17,8,2014,8/1/2021,-19.69,shallow,0,COBI_Dive_Baja,Baja,BBV-711
402,1,402,8,8/17/2014,17,8,2014,8/1/2021,-9.33125,shallow,1,COBI_Dive_Baja,Baja,BBV-712
403,1,403,10,8/18/2014,18,8,2014,8/1/2021,-12.22857143,shallow,0,COBI_Dive_Baja,Baja,BBW-710
404,1,404,10,8/18/2014,18,8,2014,8/1/2021,-17.44545455,shallow,0,COBI_Dive_Baja,Baja,BBW-710
405,1,405,2,7/21/2015,21,7,2015,7/1/2021,-9.41,shallow,0,COBI_Dive_Baja,Baja,BCL-757
406,1,406,2,7/21/2015,21,7,2015,7/1/2021,-14.72692308,shallow,0,COBI_Dive_Baja,Baja,BCL-757
407,1,407,3,7/22/2015,22,7,2015,7/1/2021,-16.2375,shallow,0,COBI_Dive_Baja,Baja,BCM-757
408,1,408,3,7/22/2015,22,7,2015,7/1/2021,-8.589285714,shallow,0,COBI_Dive_Baja,Baja,BCM-757
409,1,409,3,7/23/2015,23,7,2015,7/1/2021,-15.41,shallow,0,COBI_Dive_Baja,Baja,BCM-757
410,1,410,3,7/23/2015,23,7,2015,7/1/2021,-10.46923077,shallow,0,COBI_Dive_Baja,Baja,BCM-757
411,1,411,11,7/24/2015,24,7,2015,7/1/2021,-12.21666667,shallow,0,COBI_Dive_Baja,Baja,BBU-709
412,1,412,2,7/24/2015,24,7,2015,7/1/2021,-14.16666667,shallow,0,COBI_Dive_Baja,Baja,BCL-757
413,1,413,2,7/24/2015,24,7,2015,7/1/2021,-8.672222222,shallow,0,COBI_Dive_Baja,Baja,BCL-757
414,1,414,11,7/24/2015,24,7,2015,7/1/2021,-16.99230769,shallow,0,COBI_Dive_Baja,Baja,BBU-709
415,1,415,2,7/25/2015,25,7,2015,7/1/2021,-16.825,shallow,0,COBI_Dive_Baja,Baja,BCL-757
416,1,416,2,7/25/2015,25,7,2015,7/1/2021,-10.255,shallow,0,COBI_Dive_Baja,Baja,BCL-757
417,1,417,9,7/28/2015,28,7,2015,7/1/2021,-9.3,shallow,0,COBI_Dive_Baja,Baja,BBV-711
418,1,418,9,7/28/2015,28,7,2015,7/1/2021,-17.2,shallow,0,COBI_Dive_Baja,Baja,BBV-711
419,1,419,8,7/29/2015,29,7,2015,7/1/2021,-17.25,shallow,0,COBI_Dive_Baja,Baja,BBV-712
420,1,420,8,7/29/2015,29,7,2015,7/1/2021,-9.5,shallow,0,COBI_Dive_Baja,Baja,BBV-712
421,1,421,10,7/30/2015,30,7,2015,7/1/2021,-12.625,shallow,0,COBI_Dive_Baja,Baja,BBW-710
422,1,422,10,7/30/2015,30,7,2015,7/1/2021,-17.47307692,shallow,0,COBI_Dive_Baja,Baja,BBW-710
423,1,423,7,8/1/2015,1,8,2015,8/1/2021,-15.5375,shallow,0,COBI_Dive_Baja,Baja,BBV-713
